datetime,portfolio_value,cash,positions,return
2020-03-02 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-03 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-04 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-05 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-06 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-07 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-09 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-10 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-11 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-12 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-13 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-14 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-16 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-17 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-18 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-19 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-20 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-21 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-23 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-24 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-25 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-26 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-27 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-28 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-30 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-03-31 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-01 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-02 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-03 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-04 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-06 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-07 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-08 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-09 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-10 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-13 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-14 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-15 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-16 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-17 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-18 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-20 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-21 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-22 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-23 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-24 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-25 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-27 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-04-28 09:30:00-04:00,100087.7216796875,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",0.0008772167968749134
2020-04-29 09:30:00-04:00,100118.68041992188,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",0.0003093160650959881
2020-04-30 09:30:00-04:00,99017.88146972656,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",-0.010994940660207453
2020-05-01 09:30:00-04:00,99017.88146972656,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",0.0
2020-05-02 09:30:00-04:00,99017.88146972656,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",0.0
2020-05-04 09:30:00-04:00,99246.64440917969,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",0.0023103194701561414
2020-05-05 09:30:00-04:00,99487.443359375,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",0.0024262679270297127
2020-05-06 09:30:00-04:00,99437.56188964844,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",-0.0005013845772111614
2020-05-07 09:30:00-04:00,100012.04125976562,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",0.005777287367068729
2020-05-08 09:30:00-04:00,100012.04125976562,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",0.0
2020-05-09 09:30:00-04:00,100012.04125976562,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",0.0
2020-05-11 09:30:00-04:00,100476.443359375,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",0.0046434618647885895
2020-05-12 09:30:00-04:00,99146.88146972656,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",-0.013232573180292473
2020-05-13 09:30:00-04:00,97923.96398925781,49944.56188964844,"[{'asset': USD, 'quantity': 49944.56188964844}, {'asset': SPY, 'quantity': 172.0}]",-0.012334401872661549
2020-05-14 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",-0.004357829048078687
2020-05-15 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-16 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-18 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-19 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-20 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-21 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-22 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-23 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-26 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-27 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-28 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-29 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-05-30 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-01 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-02 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-03 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-04 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-05 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-06 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-08 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-09 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-10 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-11 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-12 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-13 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-15 09:30:00-04:00,97497.22809448242,97497.22809448242,"[{'asset': USD, 'quantity': 97497.22809448242}]",0.0
2020-06-16 09:30:00-04:00,97715.77866210937,146396.62979736328,"[{'asset': USD, 'quantity': 146396.62979736328}, {'asset': SPY, 'quantity': -155.0}]",0.0022416080118212722
2020-06-17 09:30:00-04:00,98345.0782836914,146396.62979736328,"[{'asset': USD, 'quantity': 146396.62979736328}, {'asset': SPY, 'quantity': -155.0}]",0.006440102409233983
2020-06-18 09:30:00-04:00,97700.27771606445,146396.62979736328,"[{'asset': USD, 'quantity': 146396.62979736328}, {'asset': SPY, 'quantity': -155.0}]",-0.006556510797285919
2020-06-19 09:30:00-04:00,97700.27771606445,146396.62979736328,"[{'asset': USD, 'quantity': 146396.62979736328}, {'asset': SPY, 'quantity': -155.0}]",0.0
2020-06-20 09:30:00-04:00,97700.27771606445,146396.62979736328,"[{'asset': USD, 'quantity': 146396.62979736328}, {'asset': SPY, 'quantity': -155.0}]",0.0
2020-06-22 09:30:00-04:00,97805.68131103515,146396.62979736328,"[{'asset': USD, 'quantity': 146396.62979736328}, {'asset': SPY, 'quantity': -155.0}]",0.0010788464212663218
2020-06-23 09:30:00-04:00,98371.43036499023,146396.62979736328,"[{'asset': USD, 'quantity': 146396.62979736328}, {'asset': SPY, 'quantity': -155.0}]",0.005784419129558849
2020-06-24 09:30:00-04:00,99358.77960815429,146396.62979736328,"[{'asset': USD, 'quantity': 146396.62979736328}, {'asset': SPY, 'quantity': -155.0}]",0.010036951170687258
2020-06-25 09:30:00-04:00,98941.82922973632,146396.62979736328,"[{'asset': USD, 'quantity': 146396.62979736328}, {'asset': SPY, 'quantity': -155.0}]",-0.00419641203386667
2020-06-26 09:30:00-04:00,98941.82922973632,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-06-27 09:30:00-04:00,98941.82922973632,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-06-29 09:30:00-04:00,98423.1960205078,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",-0.005241799280103154
2020-06-30 09:30:00-04:00,99756.82010498046,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.013549896146379803
2020-07-01 09:30:00-04:00,100872.9460205078,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.011188467258206325
2020-07-02 09:30:00-04:00,100872.9460205078,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-07-03 09:30:00-04:00,100872.9460205078,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-07-06 09:30:00-04:00,101145.40952148437,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0027010562467479904
2020-07-07 09:30:00-04:00,100961.37485351562,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",-0.0018195058860249747
2020-07-08 09:30:00-04:00,101494.34747924804,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.005278975514207307
2020-07-09 09:30:00-04:00,100889.67777099609,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",-0.005957668808852512
2020-07-10 09:30:00-04:00,100889.67777099609,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-07-11 09:30:00-04:00,100889.67777099609,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-07-13 09:30:00-04:00,100648.28543701171,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",-0.0023926365840150066
2020-07-14 09:30:00-04:00,102825.57922973632,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.021632696307452015
2020-07-15 09:30:00-04:00,102199.40039672851,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",-0.006089718508745623
2020-07-16 09:30:00-04:00,102698.90952148437,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.004887593496799569
2020-07-17 09:30:00-04:00,102698.90952148437,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-07-18 09:30:00-04:00,102698.90952148437,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-07-20 09:30:00-04:00,103791.14127197265,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.010635280896140298
2020-07-21 09:30:00-04:00,103353.7671875,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",-0.004213982803470406
2020-07-22 09:30:00-04:00,103795.91864624023,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.004278039115285459
2020-07-23 09:30:00-04:00,102476.64127197265,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",-0.012710301054938089
2020-07-24 09:30:00-04:00,102476.64127197265,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-07-25 09:30:00-04:00,102476.64127197265,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-07-27 09:30:00-04:00,102830.3566040039,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0034516678888067975
2020-07-28 09:30:00-04:00,102756.2671875,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",-0.0007205014059148418
2020-07-29 09:30:00-04:00,102703.68689575195,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",-0.000511699122469178
2020-07-30 09:30:00-04:00,103659.68689575195,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.00930833185151747
2020-07-31 09:30:00-04:00,103659.68689575195,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-08-01 09:30:00-04:00,103659.68689575195,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.0
2020-08-03 09:30:00-04:00,104128.12485351562,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.004518998385889095
2020-08-04 09:30:00-04:00,104990.91864624023,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",0.008285886199702164
2020-08-05 09:30:00-04:00,104993.3109802246,25769.58835449218,"[{'asset': USD, 'quantity': 25769.58835449218}, {'asset': SPY, 'quantity': 239.0}]",2.2786103933691848e-05
2020-08-06 09:30:00-04:00,105493.70758666992,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.004765985583020216
2020-08-07 09:30:00-04:00,105493.70758666992,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.0
2020-08-08 09:30:00-04:00,105493.70758666992,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.0
2020-08-10 09:30:00-04:00,106486.16962280273,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.00940778420663091
2020-08-11 09:30:00-04:00,106094.18860473632,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",-0.0036810509707964068
2020-08-12 09:30:00-04:00,106419.44385375976,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.003065721631890783
2020-08-13 09:30:00-04:00,106363.84894409179,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",-0.0005224130821841477
2020-08-14 09:30:00-04:00,106363.84894409179,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.0
2020-08-15 09:30:00-04:00,106363.84894409179,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.0
2020-08-17 09:30:00-04:00,106900.38690795898,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.005044363937499297
2020-08-18 09:30:00-04:00,107097.7645324707,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.0018463695990329487
2020-08-19 09:30:00-04:00,106071.94385375976,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",-0.009578357523979175
2020-08-20 09:30:00-04:00,106783.63165893554,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.006709482067727368
2020-08-21 09:30:00-04:00,106783.63165893554,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.0
2020-08-22 09:30:00-04:00,106783.63165893554,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.0
2020-08-24 09:30:00-04:00,108343.20758666992,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.014605009246319911
2020-08-25 09:30:00-04:00,108685.15064086913,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.003156109753587266
2020-08-26 09:30:00-04:00,109727.65064086913,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.009591926715405208
2020-08-27 09:30:00-04:00,109986.18860473632,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.002356178796840913
2020-08-28 09:30:00-04:00,109986.18860473632,12841.867926025385,"[{'asset': USD, 'quantity': 12841.867926025385}, {'asset': SPY, 'quantity': 278.0}]",0.0
